id	name	level	quality	gear_score	category	aliases
17572	老手级Caerleon披风	4	1	5	披风	NULL
17573	老手级Caerleon披风	4	2	6	披风	NULL
17574	老手级Caerleon披风	4	3	7	披风	NULL
17575	老手级Caerleon披风	4	4	8	披风	NULL
23265	老手级Fort Sterling徽章	4	0	4	披风	NULL
23266	老手级Fort Sterling徽章	4	1	5	披风	NULL
23267	老手级Fort Sterling徽章	4	2	6	披风	NULL
23268	老手级Fort Sterling徽章	4	3	7	披风	NULL
23269	老手级Fort Sterling徽章	4	4	8	披风	NULL
17471	老手级Fort Sterling披风	4	0	4	披风	NULL
17472	老手级Fort Sterling披风	4	1	5	披风	NULL
17473	老手级Fort Sterling披风	4	2	6	披风	NULL
17474	老手级Fort Sterling披风	4	3	7	披风	NULL
17475	老手级Fort Sterling披风	4	4	8	披风	NULL
23290	老手级Lymhurst徽章	4	0	4	披风	NULL
23291	老手级Lymhurst徽章	4	1	5	披风	NULL
23292	老手级Lymhurst徽章	4	2	6	披风	NULL
23293	老手级Lymhurst徽章	4	3	7	披风	NULL
23294	老手级Lymhurst徽章	4	4	8	披风	NULL
17496	老手级Lymhurst披风	4	0	4	披风	NULL
17497	老手级Lymhurst披风	4	1	5	披风	NULL
17498	老手级Lymhurst披风	4	2	6	披风	NULL
17499	老手级Lymhurst披风	4	3	7	披风	NULL
17500	老手级Lymhurst披风	4	4	8	披风	NULL
23315	老手级Martlock徽章	4	0	4	披风	NULL
23316	老手级Martlock徽章	4	1	5	披风	NULL
23317	老手级Martlock徽章	4	2	6	披风	NULL
23318	老手级Martlock徽章	4	3	7	披风	NULL
23319	老手级Martlock徽章	4	4	8	披风	NULL
17521	老手级Martlock披风	4	0	4	披风	NULL
17522	老手级Martlock披风	4	1	5	披风	NULL
17523	老手级Martlock披风	4	2	6	披风	NULL
17524	老手级Martlock披风	4	3	7	披风	NULL
17525	老手级Martlock披风	4	4	8	披风	NULL
23340	老手级Thetford徽章	4	0	4	披风	NULL
23341	老手级Thetford徽章	4	1	5	披风	NULL
23342	老手级Thetford徽章	4	2	6	披风	NULL
23343	老手级Thetford徽章	4	3	7	披风	NULL
23344	老手级Thetford徽章	4	4	8	披风	NULL
17546	老手级Thetford披风	4	0	4	披风	NULL
17547	老手级Thetford披风	4	1	5	披风	NULL
17548	老手级Thetford披风	4	2	6	披风	NULL
17549	老手级Thetford披风	4	3	7	披风	NULL
17550	老手级Thetford披风	4	4	8	披风	NULL
23415	老手级亡灵徽章	4	0	4	披风	NULL
23416	老手级亡灵徽章	4	1	5	披风	NULL
23417	老手级亡灵徽章	4	2	6	披风	NULL
23418	老手级亡灵徽章	4	3	7	披风	NULL
23419	老手级亡灵徽章	4	4	8	披风	NULL
17621	老手级亡灵披风	4	0	4	披风	NULL
17622	老手级亡灵披风	4	1	5	披风	NULL
17623	老手级亡灵披风	4	2	6	披风	NULL
17624	老手级亡灵披风	4	3	7	披风	NULL
17625	老手级亡灵披风	4	4	8	披风	NULL
23390	老手级异教徒徽章	4	0	4	披风	NULL
23391	老手级异教徒徽章	4	1	5	披风	NULL
23392	老手级异教徒徽章	4	2	6	披风	NULL
23393	老手级异教徒徽章	4	3	7	披风	NULL
23394	老手级异教徒徽章	4	4	8	披风	NULL
17596	老手级异教徒披风	4	0	4	披风	NULL
17597	老手级异教徒披风	4	1	5	披风	NULL
17598	老手级异教徒披风	4	2	6	披风	NULL
17599	老手级异教徒披风	4	3	7	披风	NULL
17600	老手级异教徒披风	4	4	8	披风	NULL
23490	老手级恶魔徽章	4	0	4	披风	NULL
23491	老手级恶魔徽章	4	1	5	披风	NULL
23492	老手级恶魔徽章	4	2	6	披风	NULL
23493	老手级恶魔徽章	4	3	7	披风	NULL
23494	老手级恶魔徽章	4	4	8	披风	NULL
17696	老手级恶魔披风	4	0	4	披风	NULL
17697	老手级恶魔披风	4	1	5	披风	NULL
17698	老手级恶魔披风	4	2	6	披风	NULL
17699	老手级恶魔披风	4	3	7	披风	NULL
17700	老手级恶魔披风	4	4	8	披风	NULL
17421	老手级披风	4	0	4	披风	NULL
17422	老手级披风	4	1	5	披风	NULL
17423	老手级披风	4	2	6	披风	NULL
17424	老手级披风	4	3	7	披风	NULL
17425	老手级披风	4	4	8	披风	NULL
23465	老手级莫甘娜徽章	4	0	4	披风	NULL
23466	老手级莫甘娜徽章	4	1	5	披风	NULL
23467	老手级莫甘娜徽章	4	2	6	披风	NULL
23468	老手级莫甘娜徽章	4	3	7	披风	NULL
23469	老手级莫甘娜徽章	4	4	8	披风	NULL
17671	老手级莫甘娜披风	4	0	4	披风	NULL
17672	老手级莫甘娜披风	4	1	5	披风	NULL
17673	老手级莫甘娜披风	4	2	6	披风	NULL
17674	老手级莫甘娜披风	4	3	7	披风	NULL
17675	老手级莫甘娜披风	4	4	8	披风	NULL
23440	老手级野人徽章	4	0	4	披风	NULL
23441	老手级野人徽章	4	1	5	披风	NULL
23442	老手级野人徽章	4	2	6	披风	NULL
23443	老手级野人徽章	4	3	7	披风	NULL
23444	老手级野人徽章	4	4	8	披风	NULL
17646	老手级野人披风	4	0	4	披风	NULL
17647	老手级野人披风	4	1	5	披风	NULL
17648	老手级野人披风	4	2	6	披风	NULL
17649	老手级野人披风	4	3	7	披风	NULL
17650	老手级野人披风	4	4	8	披风	NULL
20397	Khor之手	8	0	8	武器	NULL
20398	Khor之手	8	1	9	武器	NULL
20399	Khor之手	8	2	10	武器	NULL
20400	Khor之手	8	3	11	武器	NULL
20401	Khor之手	8	4	12	武器	NULL
19152	Vendetta之怒	8	0	8	武器	NULL
19153	Vendetta之怒	8	1	9	武器	NULL
19154	Vendetta之怒	8	2	10	武器	NULL
19155	Vendetta之怒	8	3	11	武器	NULL
19156	Vendetta之怒	8	4	12	武器	NULL
20307	专家级三叉戟	5	0	5	武器	NULL
20308	专家级三叉戟	5	1	6	武器	NULL
20309	专家级三叉戟	5	2	7	武器	NULL
20310	专家级三叉戟	5	3	8	武器	NULL
20311	专家级三叉戟	5	4	9	武器	NULL
21307	专家级乌鸦之爪	5	0	5	武器	NULL
21308	专家级乌鸦之爪	5	1	6	武器	NULL
21309	专家级乌鸦之爪	5	2	7	武器	NULL
21310	专家级乌鸦之爪	5	3	8	武器	NULL
21311	专家级乌鸦之爪	5	4	9	武器	NULL
18662	专家级低语之弓	5	0	5	武器	NULL
18663	专家级低语之弓	5	1	6	武器	NULL
18664	专家级低语之弓	5	2	7	武器	NULL
18665	专家级低语之弓	5	3	8	武器	NULL
18666	专家级低语之弓	5	4	9	武器	NULL
20132	专家级冥使匕首	5	0	5	武器	NULL
20133	专家级冥使匕首	5	1	6	武器	NULL
20134	专家级冥使匕首	5	2	7	武器	NULL
20135	专家级冥使匕首	5	3	8	武器	NULL
20136	专家级冥使匕首	5	4	9	武器	NULL
19437	专家级冰嚎法杖	5	0	5	武器	NULL
19438	专家级冰嚎法杖	5	1	6	武器	NULL
19439	专家级冰嚎法杖	5	2	7	武器	NULL
19440	专家级冰嚎法杖	5	3	8	武器	NULL
19441	专家级冰嚎法杖	5	4	9	武器	NULL
19337	专家级冰封法杖	5	0	5	武器	NULL
19338	专家级冰封法杖	5	1	6	武器	NULL
19339	专家级冰封法杖	5	2	7	武器	NULL
19340	专家级冰封法杖	5	3	8	武器	NULL
19341	专家级冰封法杖	5	4	9	武器	NULL
19387	专家级冰针法杖	5	0	5	武器	NULL
19388	专家级冰针法杖	5	1	6	武器	NULL
19389	专家级冰针法杖	5	2	7	武器	NULL
19390	专家级冰针法杖	5	3	8	武器	NULL
19391	专家级冰针法杖	5	4	9	武器	NULL
17812	专家级剥皮刀	5	0	5	武器	NULL
21675	专家级剥皮刀	5	1	6	武器	NULL
21676	专家级剥皮刀	5	2	7	武器	NULL
21677	专家级剥皮刀	5	3	8	武器	NULL
21678	专家级剥皮刀	5	4	9	武器	NULL
19987	专家级匕首	5	0	5	武器	NULL
19988	专家级匕首	5	1	6	武器	NULL
19989	专家级匕首	5	2	7	武器	NULL
19990	专家级匕首	5	3	8	武器	NULL
19991	专家级匕首	5	4	9	武器	NULL
18762	专家级十字弓	5	0	5	武器	NULL
18763	专家级十字弓	5	1	6	武器	NULL
18764	专家级十字弓	5	2	7	武器	NULL
18765	专家级十字弓	5	3	8	武器	NULL
18766	专家级十字弓	5	4	9	武器	NULL
17772	专家级十字镐	5	0	5	武器	NULL
21515	专家级十字镐	5	1	6	武器	NULL
21516	专家级十字镐	5	2	7	武器	NULL
21517	专家级十字镐	5	3	8	武器	NULL
21518	专家级十字镐	5	4	9	武器	NULL
21132	专家级卡姆兰锤杖	5	0	5	武器	NULL
21133	专家级卡姆兰锤杖	5	1	6	武器	NULL
21134	专家级卡姆兰锤杖	5	2	7	武器	NULL
21135	专家级卡姆兰锤杖	5	3	8	武器	NULL
21136	专家级卡姆兰锤杖	5	4	9	武器	NULL
20657	专家级双刀	5	0	5	武器	NULL
20658	专家级双刀	5	1	6	武器	NULL
20659	专家级双刀	5	2	7	武器	NULL
20660	专家级双刀	5	3	8	武器	NULL
20661	专家级双刀	5	4	9	武器	NULL
20757	专家级双刃棍	5	0	5	武器	NULL
20758	专家级双刃棍	5	1	6	武器	NULL
20759	专家级双刃棍	5	2	7	武器	NULL
20760	专家级双刃棍	5	3	8	武器	NULL
20761	专家级双刃棍	5	4	9	武器	NULL
20582	专家级双剑	5	0	5	武器	NULL
20583	专家级双剑	5	1	6	武器	NULL
20584	专家级双剑	5	2	7	武器	NULL
20585	专家级双剑	5	3	8	武器	NULL
20586	专家级双剑	5	4	9	武器	NULL
20012	专家级双匕首	5	0	5	武器	NULL
20013	专家级双匕首	5	1	6	武器	NULL
20014	专家级双匕首	5	2	7	武器	NULL
20015	专家级双匕首	5	3	8	武器	NULL
20016	专家级双匕首	5	4	9	武器	NULL
19087	专家级召影法杖	5	0	5	武器	NULL
19088	专家级召影法杖	5	1	6	武器	NULL
19089	专家级召影法杖	5	2	7	武器	NULL
19090	专家级召影法杖	5	3	8	武器	NULL
19091	专家级召影法杖	5	4	9	武器	NULL
18687	专家级哀啸之弓	5	0	5	武器	NULL
18688	专家级哀啸之弓	5	1	6	武器	NULL
18689	专家级哀啸之弓	5	2	7	武器	NULL
18690	专家级哀啸之弓	5	3	8	武器	NULL
18691	专家级哀啸之弓	5	4	9	武器	NULL
18887	专家级围城弓	5	0	5	武器	NULL
18888	专家级围城弓	5	1	6	武器	NULL
18889	专家级围城弓	5	2	7	武器	NULL
18890	专家级围城弓	5	3	8	武器	NULL
18891	专家级围城弓	5	4	9	武器	NULL
19787	专家级堕神法杖	5	0	5	武器	NULL
19788	专家级堕神法杖	5	1	6	武器	NULL
19789	专家级堕神法杖	5	2	7	武器	NULL
19790	专家级堕神法杖	5	3	8	武器	NULL
19791	专家级堕神法杖	5	4	9	武器	NULL
19737	专家级堕落法杖	5	0	5	武器	NULL
19738	专家级堕落法杖	5	1	6	武器	NULL
19739	专家级堕落法杖	5	2	7	武器	NULL
19740	专家级堕落法杖	5	3	8	武器	NULL
19741	专家级堕落法杖	5	4	9	武器	NULL
18912	专家级塑能炮	5	0	5	武器	NULL
18913	专家级塑能炮	5	1	6	武器	NULL
18914	专家级塑能炮	5	2	7	武器	NULL
18915	专家级塑能炮	5	3	8	武器	NULL
18916	专家级塑能炮	5	4	9	武器	NULL
19612	专家级夜祷之戒	5	0	5	武器	NULL
19613	专家级夜祷之戒	5	1	6	武器	NULL
19614	专家级夜祷之戒	5	2	7	武器	NULL
19615	专家级夜祷之戒	5	3	8	武器	NULL
19616	专家级夜祷之戒	5	4	9	武器	NULL
19062	专家级天谴法杖	5	0	5	武器	NULL
19063	专家级天谴法杖	5	1	6	武器	NULL
19064	专家级天谴法杖	5	2	7	武器	NULL
19065	专家级天谴法杖	5	3	8	武器	NULL
19066	专家级天谴法杖	5	4	9	武器	NULL
19287	专家级天霜法杖	5	0	5	武器	NULL
19288	专家级天霜法杖	5	1	6	武器	NULL
19289	专家级天霜法杖	5	2	7	武器	NULL
19290	专家级天霜法杖	5	3	8	武器	NULL
19291	专家级天霜法杖	5	4	9	武器	NULL
19462	专家级奥术法杖	5	0	5	武器	NULL
19463	专家级奥术法杖	5	1	6	武器	NULL
19464	专家级奥术法杖	5	2	7	武器	NULL
19465	专家级奥术法杖	5	3	8	武器	NULL
19466	专家级奥术法杖	5	4	9	武器	NULL
20982	专家级守林木桩	5	0	5	武器	NULL
20983	专家级守林木桩	5	1	6	武器	NULL
20984	专家级守林木桩	5	2	7	武器	NULL
20985	专家级守林木桩	5	3	8	武器	NULL
20986	专家级守林木桩	5	4	9	武器	NULL
21157	专家级守誓双锤	5	0	5	武器	NULL
21158	专家级守誓双锤	5	1	6	武器	NULL
21159	专家级守誓双锤	5	2	7	武器	NULL
21160	专家级守誓双锤	5	3	8	武器	NULL
21161	专家级守誓双锤	5	4	9	武器	NULL
21232	专家级尖刺护手	5	0	5	武器	NULL
21233	专家级尖刺护手	5	1	6	武器	NULL
21234	专家级尖刺护手	5	2	7	武器	NULL
21235	专家级尖刺护手	5	3	8	武器	NULL
21236	专家级尖刺护手	5	4	9	武器	NULL
19687	专家级崇高法杖	5	0	5	武器	NULL
19688	专家级崇高法杖	5	1	6	武器	NULL
19689	专家级崇高法杖	5	2	7	武器	NULL
19690	专家级崇高法杖	5	3	8	武器	NULL
19691	专家级崇高法杖	5	4	9	武器	NULL
20382	专家级巨斧	5	0	5	武器	NULL
20383	专家级巨斧	5	1	6	武器	NULL
20384	专家级巨斧	5	2	7	武器	NULL
20385	专家级巨斧	5	3	8	武器	NULL
20386	专家级巨斧	5	4	9	武器	NULL
20907	专家级巨锤	5	0	5	武器	NULL
20908	专家级巨锤	5	1	6	武器	NULL
20909	专家级巨锤	5	2	7	武器	NULL
20910	专家级巨锤	5	3	8	武器	NULL
20911	专家级巨锤	5	4	9	武器	NULL
19537	专家级巫师法杖	5	0	5	武器	NULL
19538	专家级巫师法杖	5	1	6	武器	NULL
19539	专家级巫师法杖	5	2	7	武器	NULL
19540	专家级巫师法杖	5	3	8	武器	NULL
19541	专家级巫师法杖	5	4	9	武器	NULL
18712	专家级巴顿弓	5	0	5	武器	NULL
18713	专家级巴顿弓	5	1	6	武器	NULL
18714	专家级巴顿弓	5	2	7	武器	NULL
18715	专家级巴顿弓	5	3	8	武器	NULL
18716	专家级巴顿弓	5	4	9	武器	NULL
18587	专家级弓箭	5	0	5	武器	NULL
18588	专家级弓箭	5	1	6	武器	NULL
18589	专家级弓箭	5	2	7	武器	NULL
18590	专家级弓箭	5	3	8	武器	NULL
18591	专家级弓箭	5	4	9	武器	NULL
19887	专家级德鲁伊法杖	5	0	5	武器	NULL
19888	专家级德鲁伊法杖	5	1	6	武器	NULL
19889	专家级德鲁伊法杖	5	2	7	武器	NULL
19890	专家级德鲁伊法杖	5	3	8	武器	NULL
19891	专家级德鲁伊法杖	5	4	9	武器	NULL
20087	专家级恶魔之牙	5	0	5	武器	NULL
20088	专家级恶魔之牙	5	1	6	武器	NULL
20089	专家级恶魔之牙	5	2	7	武器	NULL
20090	专家级恶魔之牙	5	3	8	武器	NULL
20091	专家级恶魔之牙	5	4	9	武器	NULL
18987	专家级恶魔法杖	5	0	5	武器	NULL
18988	专家级恶魔法杖	5	1	6	武器	NULL
18989	专家级恶魔法杖	5	2	7	武器	NULL
18990	专家级恶魔法杖	5	3	8	武器	NULL
18991	专家级恶魔法杖	5	4	9	武器	NULL
18837	专家级愁怨连弩	5	0	5	武器	NULL
18838	专家级愁怨连弩	5	1	6	武器	NULL
18839	专家级愁怨连弩	5	2	7	武器	NULL
18840	专家级愁怨连弩	5	3	8	武器	NULL
18841	专家级愁怨连弩	5	4	9	武器	NULL
18612	专家级战弓	5	0	5	武器	NULL
18613	专家级战弓	5	1	6	武器	NULL
18614	专家级战弓	5	2	7	武器	NULL
18615	专家级战弓	5	3	8	武器	NULL
18616	专家级战弓	5	4	9	武器	NULL
20407	专家级战戟	5	0	5	武器	NULL
20408	专家级战戟	5	1	6	武器	NULL
20409	专家级战戟	5	2	7	武器	NULL
20410	专家级战戟	5	3	8	武器	NULL
20411	专家级战戟	5	4	9	武器	NULL
21207	专家级战斗护腕	5	0	5	武器	NULL
21208	专家级战斗护腕	5	1	6	武器	NULL
21209	专家级战斗护腕	5	2	7	武器	NULL
21210	专家级战斗护腕	5	3	8	武器	NULL
21211	专家级战斗护腕	5	4	9	武器	NULL
20357	专家级战斧	5	0	5	武器	NULL
20358	专家级战斧	5	1	6	武器	NULL
20359	专家级战斧	5	2	7	武器	NULL
20360	专家级战斧	5	3	8	武器	NULL
20361	专家级战斧	5	4	9	武器	NULL
20682	专家级拥王阔刃大剑	5	0	5	武器	NULL
20683	专家级拥王阔刃大剑	5	1	6	武器	NULL
20684	专家级拥王阔刃大剑	5	2	7	武器	NULL
20685	专家级拥王阔刃大剑	5	3	8	武器	NULL
20686	专家级拥王阔刃大剑	5	4	9	武器	NULL
20932	专家级撼墓之锤	5	0	5	武器	NULL
20933	专家级撼墓之锤	5	1	6	武器	NULL
20934	专家级撼墓之锤	5	2	7	武器	NULL
20935	专家级撼墓之锤	5	3	8	武器	NULL
20936	专家级撼墓之锤	5	4	9	武器	NULL
19762	专家级救赎法杖	5	0	5	武器	NULL
19763	专家级救赎法杖	5	1	6	武器	NULL
19764	专家级救赎法杖	5	2	7	武器	NULL
19765	专家级救赎法杖	5	3	8	武器	NULL
19766	专家级救赎法杖	5	4	9	武器	NULL
17792	专家级斧头	5	0	5	武器	NULL
21595	专家级斧头	5	1	6	武器	NULL
21596	专家级斧头	5	2	7	武器	NULL
21597	专家级斧头	5	3	8	武器	NULL
21598	专家级斧头	5	4	9	武器	NULL
20632	专家级断水剑	5	0	5	武器	NULL
20633	专家级断水剑	5	1	6	武器	NULL
20634	专家级断水剑	5	2	7	武器	NULL
20635	专家级断水剑	5	3	8	武器	NULL
20636	专家级断水剑	5	4	9	武器	NULL
21082	专家级晨星	5	0	5	武器	NULL
21083	专家级晨星	5	1	6	武器	NULL
21084	专家级晨星	5	2	7	武器	NULL
21085	专家级晨星	5	3	8	武器	NULL
21086	专家级晨星	5	4	9	武器	NULL
19262	专家级暮歌之戒	5	0	5	武器	NULL
19263	专家级暮歌之戒	5	1	6	武器	NULL
19264	专家级暮歌之戒	5	2	7	武器	NULL
19265	专家级暮歌之戒	5	3	8	武器	NULL
19266	专家级暮歌之戒	5	4	9	武器	NULL
19312	专家级杰出天霜法杖	5	0	5	武器	NULL
19313	专家级杰出天霜法杖	5	1	6	武器	NULL
19314	专家级杰出天霜法杖	5	2	7	武器	NULL
19315	专家级杰出天霜法杖	5	3	8	武器	NULL
19316	专家级杰出天霜法杖	5	4	9	武器	NULL
19487	专家级杰出奥术法杖	5	0	5	武器	NULL
19488	专家级杰出奥术法杖	5	1	6	武器	NULL
19489	专家级杰出奥术法杖	5	2	7	武器	NULL
19490	专家级杰出奥术法杖	5	3	8	武器	NULL
19491	专家级杰出奥术法杖	5	4	9	武器	NULL
19137	专家级杰出火焰法杖	5	0	5	武器	NULL
19138	专家级杰出火焰法杖	5	1	6	武器	NULL
19139	专家级杰出火焰法杖	5	2	7	武器	NULL
19140	专家级杰出火焰法杖	5	3	8	武器	NULL
19141	专家级杰出火焰法杖	5	4	9	武器	NULL
19662	专家级杰出神圣法杖	5	0	5	武器	NULL
19663	专家级杰出神圣法杖	5	1	6	武器	NULL
19664	专家级杰出神圣法杖	5	2	7	武器	NULL
19665	专家级杰出神圣法杖	5	3	8	武器	NULL
19666	专家级杰出神圣法杖	5	4	9	武器	NULL
19837	专家级杰出自然法杖	5	0	5	武器	NULL
19838	专家级杰出自然法杖	5	1	6	武器	NULL
19839	专家级杰出自然法杖	5	2	7	武器	NULL
19840	专家级杰出自然法杖	5	3	8	武器	NULL
19841	专家级杰出自然法杖	5	4	9	武器	NULL
18962	专家级杰出诅咒法杖	5	0	5	武器	NULL
18963	专家级杰出诅咒法杖	5	1	6	武器	NULL
18964	专家级杰出诅咒法杖	5	2	7	武器	NULL
18965	专家级杰出诅咒法杖	5	3	8	武器	NULL
18966	专家级杰出诅咒法杖	5	4	9	武器	NULL
21182	专家级格斗手套	5	0	5	武器	NULL
21183	专家级格斗手套	5	1	6	武器	NULL
21184	专家级格斗手套	5	2	7	武器	NULL
21185	专家级格斗手套	5	3	8	武器	NULL
21186	专家级格斗手套	5	4	9	武器	NULL
21107	专家级梦魇锤杖	5	0	5	武器	NULL
21108	专家级梦魇锤杖	5	1	6	武器	NULL
21109	专家级梦魇锤杖	5	2	7	武器	NULL
21110	专家级梦魇锤杖	5	3	8	武器	NULL
21111	专家级梦魇锤杖	5	4	9	武器	NULL
21007	专家级正义之手大锤	5	0	5	武器	NULL
21008	专家级正义之手大锤	5	1	6	武器	NULL
21009	专家级正义之手大锤	5	2	7	武器	NULL
21010	专家级正义之手大锤	5	3	8	武器	NULL
21011	专家级正义之手大锤	5	4	9	武器	NULL
19412	专家级永霜冰棱	5	0	5	武器	NULL
19413	专家级永霜冰棱	5	1	6	武器	NULL
19414	专家级永霜冰棱	5	2	7	武器	NULL
19415	专家级永霜冰棱	5	3	8	武器	NULL
19416	专家级永霜冰棱	5	4	9	武器	NULL
19712	专家级注魂法杖	5	0	5	武器	NULL
19713	专家级注魂法杖	5	1	6	武器	NULL
19714	专家级注魂法杖	5	2	7	武器	NULL
19715	专家级注魂法杖	5	3	8	武器	NULL
19716	专家级注魂法杖	5	4	9	武器	NULL
19112	专家级火焰法杖	5	0	5	武器	NULL
19113	专家级火焰法杖	5	1	6	武器	NULL
19114	专家级火焰法杖	5	2	7	武器	NULL
19115	专家级火焰法杖	5	3	8	武器	NULL
19116	专家级火焰法杖	5	4	9	武器	NULL
20807	专家级灵魂之镰	5	0	5	武器	NULL
20808	专家级灵魂之镰	5	1	6	武器	NULL
20809	专家级灵魂之镰	5	2	7	武器	NULL
20810	专家级灵魂之镰	5	3	8	武器	NULL
20811	专家级灵魂之镰	5	4	9	武器	NULL
19937	专家级灾荒法杖	5	0	5	武器	NULL
19938	专家级灾荒法杖	5	1	6	武器	NULL
19939	专家级灾荒法杖	5	2	7	武器	NULL
19940	专家级灾荒法杖	5	3	8	武器	NULL
19941	专家级灾荒法杖	5	4	9	武器	NULL
19212	专家级炎狱法杖	5	0	5	武器	NULL
19213	专家级炎狱法杖	5	1	6	武器	NULL
19214	专家级炎狱法杖	5	2	7	武器	NULL
19215	专家级炎狱法杖	5	3	8	武器	NULL
19216	专家级炎狱法杖	5	4	9	武器	NULL
19237	专家级炙天法杖	5	0	5	武器	NULL
19238	专家级炙天法杖	5	1	6	武器	NULL
19239	专家级炙天法杖	5	2	7	武器	NULL
19240	专家级炙天法杖	5	3	8	武器	NULL
19241	专家级炙天法杖	5	4	9	武器	NULL
21282	专家级炼狱火之手	5	0	5	武器	NULL
21283	专家级炼狱火之手	5	1	6	武器	NULL
21284	专家级炼狱火之手	5	2	7	武器	NULL
21285	专家级炼狱火之手	5	3	8	武器	NULL
21286	专家级炼狱火之手	5	4	9	武器	NULL
21257	专家级熊卫士之击	5	0	5	武器	NULL
21258	专家级熊卫士之击	5	1	6	武器	NULL
21259	专家级熊卫士之击	5	2	7	武器	NULL
21260	专家级熊卫士之击	5	3	8	武器	NULL
21261	专家级熊卫士之击	5	4	9	武器	NULL
20482	专家级熊爪神斧	5	0	5	武器	NULL
20483	专家级熊爪神斧	5	1	6	武器	NULL
20484	专家级熊爪神斧	5	2	7	武器	NULL
20485	专家级熊爪神斧	5	3	8	武器	NULL
20486	专家级熊爪神斧	5	4	9	武器	NULL
19862	专家级狂野法杖	5	0	5	武器	NULL
19863	专家级狂野法杖	5	1	6	武器	NULL
19864	专家级狂野法杖	5	2	7	武器	NULL
19865	专家级狂野法杖	5	3	8	武器	NULL
19866	专家级狂野法杖	5	4	9	武器	NULL
19512	专家级玄秘法杖	5	0	5	武器	NULL
19513	专家级玄秘法杖	5	1	6	武器	NULL
19514	专家级玄秘法杖	5	2	7	武器	NULL
19515	专家级玄秘法杖	5	3	8	武器	NULL
19516	专家级玄秘法杖	5	4	9	武器	NULL
20607	专家级王者之剑	5	0	5	武器	NULL
20608	专家级王者之剑	5	1	6	武器	NULL
20609	专家级王者之剑	5	2	7	武器	NULL
20610	专家级王者之剑	5	3	8	武器	NULL
20611	专家级王者之剑	5	4	9	武器	NULL
19012	专家级生咒法杖	5	0	5	武器	NULL
19013	专家级生咒法杖	5	1	6	武器	NULL
19014	专家级生咒法杖	5	2	7	武器	NULL
19015	专家级生咒法杖	5	3	8	武器	NULL
19016	专家级生咒法杖	5	4	9	武器	NULL
19912	专家级瘟病法杖	5	0	5	武器	NULL
19913	专家级瘟病法杖	5	1	6	武器	NULL
19914	专家级瘟病法杖	5	2	7	武器	NULL
19915	专家级瘟病法杖	5	3	8	武器	NULL
19916	专家级瘟病法杖	5	4	9	武器	NULL
17782	专家级石锤	5	0	5	武器	NULL
21555	专家级石锤	5	1	6	武器	NULL
21556	专家级石锤	5	2	7	武器	NULL
21557	专家级石锤	5	3	8	武器	NULL
21558	专家级石锤	5	4	9	武器	NULL
17822	专家级破坏锤	5	0	5	武器	NULL
21715	专家级破坏锤	5	1	6	武器	NULL
21716	专家级破坏锤	5	2	7	武器	NULL
21717	专家级破坏锤	5	3	8	武器	NULL
21718	专家级破坏锤	5	4	9	武器	NULL
20332	专家级破晓尖枪	5	0	5	武器	NULL
20333	专家级破晓尖枪	5	1	6	武器	NULL
20334	专家级破晓尖枪	5	2	7	武器	NULL
20335	专家级破晓尖枪	5	3	8	武器	NULL
20336	专家级破晓尖枪	5	4	9	武器	NULL
18737	专家级破雾之弓	5	0	5	武器	NULL
18738	专家级破雾之弓	5	1	6	武器	NULL
18739	专家级破雾之弓	5	2	7	武器	NULL
18740	专家级破雾之弓	5	3	8	武器	NULL
18741	专家级破雾之弓	5	4	9	武器	NULL
19637	专家级神圣法杖	5	0	5	武器	NULL
19638	专家级神圣法杖	5	1	6	武器	NULL
19639	专家级神圣法杖	5	2	7	武器	NULL
19640	专家级神圣法杖	5	3	8	武器	NULL
19641	专家级神圣法杖	5	4	9	武器	NULL
19562	专家级秘术法杖	5	0	5	武器	NULL
19563	专家级秘术法杖	5	1	6	武器	NULL
19564	专家级秘术法杖	5	2	7	武器	NULL
19565	专家级秘术法杖	5	3	8	武器	NULL
19566	专家级秘术法杖	5	4	9	武器	NULL
20282	专家级索魂尖枪	5	0	5	武器	NULL
20283	专家级索魂尖枪	5	1	6	武器	NULL
20284	专家级索魂尖枪	5	2	7	武器	NULL
20285	专家级索魂尖枪	5	3	8	武器	NULL
20286	专家级索魂尖枪	5	4	9	武器	NULL
20432	专家级腐蚀召唤神斧	5	0	5	武器	NULL
20433	专家级腐蚀召唤神斧	5	1	6	武器	NULL
20434	专家级腐蚀召唤神斧	5	2	7	武器	NULL
20435	专家级腐蚀召唤神斧	5	3	8	武器	NULL
20436	专家级腐蚀召唤神斧	5	4	9	武器	NULL
19812	专家级自然法杖	5	0	5	武器	NULL
19813	专家级自然法杖	5	1	6	武器	NULL
19814	专家级自然法杖	5	2	7	武器	NULL
19815	专家级自然法杖	5	3	8	武器	NULL
19816	专家级自然法杖	5	4	9	武器	NULL
19587	专家级虚无轨迹	5	0	5	武器	NULL
19588	专家级虚无轨迹	5	1	6	武器	NULL
19589	专家级虚无轨迹	5	2	7	武器	NULL
19590	专家级虚无轨迹	5	3	8	武器	NULL
19591	专家级虚无轨迹	5	4	9	武器	NULL
20507	专家级裂域斧	5	0	5	武器	NULL
20508	专家级裂域斧	5	1	6	武器	NULL
20509	专家级裂域斧	5	2	7	武器	NULL
20510	专家级裂域斧	5	3	8	武器	NULL
20511	专家级裂域斧	5	4	9	武器	NULL
